,Unnamed: 0.1,subject,object,new_relation
10049,10108,disease,bat,species_species
10051,10110,influenza virus infection,airway,gene_gene
10071,10130,plt/plt mouse,infection,disease_disease
10076,10135,hospital,pneumonia,disease_disease
10079,10138,pamps,pattern recognition receptor,gene_gene
10090,10149,protein,pneumonitis,disease_disease
10096,10156,coronavirus spike protein,infection,disease_disease
10099,10159,australia,human,species_gene
10100,10160,ciav,small,gene_gene
10125,10185,mmtv,beet western yellow virus,species_species
10130,10190,covid-19 survivor,infection,disease_disease
10132,10192,camostat,mouse,species_species
10136,10196,migratory bird,virus,gene_disease
10148,10208,lethal mutagenesis,virus,gene_disease
10159,10219,tissue,formalin,drug_drug
10161,10221,cell,virus,gene_disease
10164,10224,enzyme,functional,gene_gene
10169,10229,2004,formaldehyde,drug_drug
10175,10235,focus,lung,disease_disease
10178,10238,mdcs,peptide,gene_drug
10184,10244,rt-pcr/esi-ms,influenza virus,species_disease
10190,10250,rt-pcr,picornavirus,disease_disease
10197,10257,rt-pcr/esi-ms,parainfluenza,disease_disease
10199,10259,qbd,patient,species_species
10204,10264,sirnas,viral infection,disease_disease
10206,10266,assay,protein,gene_gene
10214,10274,discovery,coronavirus,species_disease
10216,10276,symptom,rash,disease_disease
10224,10284,fcd,lower,disease_disease
10225,10285,cbt,anxiety,disease_disease
10226,10286,dapa,protein,gene_gene
10227,10287,concert,telomerase,gene_gene
10239,10299,urgency,participant,species_species
10246,10306,tottey,protein,gene_gene
10250,10310,covs,coronavirus,species_disease
10257,10317,symptom,dyspnea,disease_disease
10258,10318,phosphorylated jnk,p53,gene_gene
10259,10319,lung,infection,disease_disease
10266,10326,hcmv,protein,gene_gene
10274,10334,membrane,serum albumin,gene_gene
10275,10335,control,pandemic influenza,disease_disease
10282,10342,molecule,matrix protein,gene_gene
10298,10358,disease,bat,species_species
10303,10363,ccb,hypertension,disease_disease
10305,10365,mnc,antibody,gene_gene
10314,10374,symptom,patient,species_species
10315,10375,tnf-a,tissue,gene_disease
10316,10376,symptom,infection,disease_disease
10318,10378,illness,chronic,disease_disease
10322,10382,mutation,virus,gene_disease
10328,10388,tocilizumab,antibody,gene_gene
10332,10392,influenza epidemic,pandemic,disease_disease
10336,10396,expert,patient,species_species
10340,10400,mdl,infection,disease_disease
10361,10421,balb/c mouse,interstitial pneumonitis,disease_disease
10363,10423,complication,patient,species_species
10365,10425,antigen,antibody,gene_gene
10366,10426,discovery,virus,gene_disease
10381,10441,rush,protein,gene_gene
10396,10456,analgesia,hypertension,disease_disease
10405,10465,foodborne illness,human,species_gene
10406,10466,mdl,infection,disease_disease
10407,10467,adenovirus,virus,gene_disease
10417,10477,symptom,patient,species_species
10423,10483,plasmid,lipofectamine 2000,drug_drug
10436,10496,a. niger,tissue,gene_disease
10437,10497,lassa fever,guinea,species_species
10439,10499,neutrophil,lung,disease_disease
10450,10510,cell,imiquimod,drug_drug
10452,10512,male,liver cancer,disease_disease
10455,10515,epec,turkey,species_species
10468,10528,analysis,pattern,gene_gene
10470,10530,pathogen,body,gene_gene
10477,10538,polymorphism,advanced liver fibrosis,disease_disease
10487,10548,health system,pandemic influenza,disease_disease
10491,10552,research,infectious disease,disease_disease
10498,10559,facemask,infection,disease_disease
10499,10560,data,influenza pandemic,disease_disease
10500,10561,rig-i/mavs association,2009,disease_disease
10515,10576,qbd,inflammation,disease_disease
10520,10581,ncp,inflammation,disease_disease
10527,10588,japan,virus,gene_disease
10528,10589,fraction,protein,gene_gene
10529,10590,article,mental health,disease_disease
10530,10591,serum,antibody,gene_gene
10531,10592,region,major,disease_disease
10534,10595,symptom,delirium,disease_disease
10535,10596,13cα,protein,gene_gene
10543,10604,virus,cysteine proteinase,gene_gene
10544,10605,outbreak,livestock,species_species
10555,10616,intracellular membrane,cell,gene_gene
10559,10620,vitamin k3,acute pancreatitis,disease_disease
10562,10623,bli,bacterial pneumonia,disease_disease
10564,10625,pathology,mouse,species_species
10567,10628,e64c,virus,gene_disease
10568,10629,triangle,virus,gene_disease
10569,10630,rpmi-1640,glutamine,drug_drug
10575,10636,enterovirus,small,gene_gene
10577,10638,serum,dog,species_species
10583,10644,protein,nuclear pore complex,gene_gene
10593,10654,mdcs,peptide,gene_drug
10600,10661,disease progression,inflammation,disease_disease
10614,10675,control,inflammation,disease_disease
10617,10678,rt-pcr/esi-ms,parainfluenza,disease_disease
10621,10682,control,oligodendroglia,disease_disease
10627,10688,spk,patient,species_species
10635,10696,onset,patient,species_species
10642,10703,protein,envelope,gene_gene
10643,10704,morbillivirus,distemper virus,disease_disease
10650,10711,paramyxoviridae,virus,gene_disease
10652,10713,rj.my135q.llo190-infected balb/c mouse,encephalitis,disease_disease
10653,10714,case,cardiogenic shock,disease_disease
10655,10716,basophil,antibody,gene_gene
10670,10731,qbd,systemic inflammation,disease_disease
10688,10749,symptom,patient,species_species
10690,10751,assay,rna,gene_gene
10700,10761,phage,antibody,gene_gene
10706,10767,time,lung consolidation,disease_disease
10710,10771,acquired immune deficiency syndrome,pandemic,disease_disease
10718,10779,tissue,chicken,species_species
10719,10780,multiplex assay,propidium iodide,drug_drug
10725,10786,specimen,influenza virus,species_disease
10726,10787,organ,formalin,drug_drug
10729,10790,interferon,protein,gene_gene
10738,10799,covs,protein,gene_gene
10741,10802,conclusion,influenza virus infection,disease_disease
10751,10812,theiler,picornavirus,disease_disease
10753,10814,serum,patient,species_species
10754,10815,csf igm,person,species_species
10757,10818,molecule,flavonoid,drug_drug
10759,10820,rt-pcr/esi-ms,influenza virus,species_disease
10762,10823,pdgfrα,receptor,gene_gene
10763,10824,proton,imidazole,drug_drug
10764,10825,canada,h1n1,gene_gene
10767,10828,thymoglobulin,reperfusion injury,disease_disease
10773,10834,rotavirus,gastroenteritis,disease_disease
10774,10835,apoptosis,propidium iodide,drug_drug
10775,10836,tottey,envelope glycoprotein,gene_gene
10777,10838,protein,virus,gene_disease
10783,10844,protein,fusion protein,gene_gene
10785,10846,duodenum,tissue,gene_disease
10789,10850,ifa,protein,gene_gene
10793,10854,car,tissue,gene_disease
10803,10864,lbf,child,species_species
10806,10867,cell,luciferase reporter,gene_gene
10812,10873,rdv-tp,rna,gene_gene
10816,10877,frameshifting,flavivirus,species_disease
10820,10881,tissue,nitrogen,drug_drug
10821,10882,necrosis,tissue,gene_disease
10828,10889,protein,polyvinylidene fluoride,drug_drug
10831,10892,plasmid,renilla luciferase,gene_gene
10837,10898,sample,antibody,gene_gene
10850,10911,burden,high,disease_disease
10852,10913,ifvs,infection,disease_disease
10860,10921,indonesia,2009,disease_disease
10861,10922,genus,virus,gene_disease
10863,10924,newborn,respiratory distress syndrome,disease_disease
10866,10927,phase,infection,disease_disease
10867,10928,pheic,h1n1,gene_gene
10869,10930,symptom,virus,gene_disease
10876,10937,program,pandemic,disease_disease
10881,10942,apoptosis,influenza infection,disease_disease
10884,10945,aerosol,guinea pig,species_species
10885,10946,andrewes,influenza virus,species_disease
10890,10951,mefs,infection,disease_disease
10891,10952,plasmid,β-galactosidase,gene_gene
10892,10953,ibv genome,rna,gene_gene
10893,10954,cell,trypsin,gene_gene
10899,10960,residue,antibody,gene_gene
10914,10975,swab sample,child,species_species
10916,10977,reproductive number,lower,disease_disease
10917,10978,signifi,protein,gene_gene
10919,10980,learning,public,disease_disease
10934,10995,hyperoxia,patient,species_species
10943,11004,theiler,picornavirus,disease_disease
10946,11007,il-1,tissue,gene_disease
10957,11018,pcr,virus,gene_disease
10965,11026,criterion,patient,species_species
10972,11034,outbreak,severe acute respiratory syndrome,disease_disease
10973,11035,illness,human coronavirus,species_species
10978,11040,size,mouse,species_species
10986,11048,symptom,chicken,species_species
11005,11067,assay,mouse,species_species
11012,11074,symptom,infection,disease_disease
11020,11082,function,protein,gene_gene
11022,11084,influenza rna,patient,species_species
11027,11089,ld50,mouse,species_species
11030,11092,peptide,peptide,gene_drug
11033,11095,adherence,lower,disease_disease
11046,11108,service,patient,species_species
11049,11111,frequency,mouse,species_species
11051,11113,apoptosis,anti-spike protein antibody,gene_gene
11052,11114,epitope,antibody,gene_gene
11057,11119,evlwi,sepsis,disease_disease
11059,11122,pbmc,cytokine storm,disease_disease
11062,11125,parasitology,virus,gene_disease
11078,11141,control,human health,disease_disease
11084,11147,world health organization,virus,gene_disease
11089,11152,sample,antibody,gene_gene
11115,11178,world health organization,respiratory illness,disease_disease
11121,11184,cell,airway,gene_gene
11124,11187,template,cytosine,drug_drug
11131,11194,qol,severe sepsis,disease_disease
11136,11199,development,major,disease_disease
11140,11203,symptom,cough,disease_disease
11142,11205,protein,herpesviruses,disease_disease
11149,11212,lung,child,species_species
11151,11214,rhinovirus pcr,infection,disease_disease
11157,11220,e64c,virus,gene_disease
11160,11223,physician,fever,disease_disease
11167,11230,membrane,hepatitis virus infection,disease_disease
11168,11231,cell,antibody,gene_gene
11173,11236,ae.aegypti,fever,disease_disease
11179,11242,swab,virus,gene_disease
11180,11243,australia,human virus,species_species
11184,11247,illness,severe,disease_disease
11189,11252,pharmacist,public health,disease_disease
11190,11253,protein,fusion,gene_gene
11202,11265,group ii,porcine,species_species
11209,11273,model,epidemic,disease_disease
11210,11274,middle east respiratory syndrome coronavirus,syndrome,disease_disease
11212,11276,covid-19,person,species_species
11221,11285,time,person,species_species
11222,11286,paediatrician,child,species_species
11225,11289,virus,protein,gene_gene
11228,11292,optimal,methanol,drug_drug
11235,11299,apoptosis,influenza infection,disease_disease
11236,11300,h5n1 virus,lung,disease_disease
11241,11305,specimen,participant,species_species
11243,11307,polymorphism,liver fibrosis,disease_disease
11247,11311,gij,jth amino acid,gene_gene
11257,11321,mucormycosis,aspergillosis,disease_disease
11263,11327,frequency,bat,species_species
11271,11335,serum,antibody,gene_gene
11272,11336,incubation,thapsigargin,drug_drug
11284,11348,lesion,edema,disease_disease
11291,11356,symptom,dyspnea,disease_disease
11292,11357,nand,protein,gene_gene
11302,11367,kb rna,ethanol,drug_drug
11306,11371,influenza rna,patient,species_species
11309,11374,enterovirus,major,disease_disease
11313,11378,https://doi.org/10.1101,public,disease_disease
11314,11379,telehealth,burnout,disease_disease
11321,11386,covid-2019,lung injury,disease_disease
11323,11388,australia,respiratory virus,species_disease
11324,11389,tl1/cl,patient,species_species
11331,11397,s. dublin,pneumonia,disease_disease
11333,11399,hyperoxia,oxygen,drug_drug
11334,11400,bat,coronavirus,species_disease
11335,11401,neutrophil,cat,species_disease
11344,11410,chimera,ectodomain,gene_gene
11346,11412,histopathology,injury,disease_disease
11349,11415,symptom,respiratory virus,species_disease
11350,11416,medium,human β2-microglobulin,gene_gene
11356,11422,covs,virus,gene_disease
11357,11423,residue,critical,disease_disease
11369,11435,avian influenza inflection,turkey,species_species
11376,11442,protein,viral envelope,gene_gene
11381,11447,murine coronavirus,mouse hepatitis virus,species_disease
11388,11454,protein,transport,gene_gene
11389,11455,h1n1 virus,human,species_gene
11396,11462,data,child,species_species
11400,11466,data,patient,species_species
11401,11467,symptom,acute fever,disease_disease
11404,11470,time,patient,species_species
11411,11477,frequency,small,gene_gene
11414,11480,control,pneumonia,disease_disease
11418,11484,virus,protein,gene_gene
11423,11489,tnf-a,tissue,gene_disease
11444,11510,covid-19,tissue,gene_disease
11445,11511,rotavirus,gastroenteritis,disease_disease
11448,11514,section,anti-cav-1α,gene_gene
11452,11518,age,infection,disease_disease
11453,11519,pdc,tissue,gene_disease
11461,11527,patient,traumatic brain injury,disease_disease
11462,11528,pyvs,tissue,gene_disease
11465,11531,influenza virus research,mouse,species_species
11469,11535,physician,patient,species_species
11474,11540,viral rna,fluid,disease_disease
11475,11541,covs,nsp16,gene_gene
11480,11546,microbiota,gastrointestinal,disease_disease
11485,11551,illness,diarrhoea,disease_disease
11488,11554,symptom,hypoxia,disease_disease
11490,11556,p.i,pneumonitis,disease_disease
11502,11568,communicable disease,turkey,species_species
11505,11571,outbreak,respiratory syndrome,disease_disease
11507,11573,burden,high,disease_disease
11508,11574,inflection,mosquito,species_species
11510,11576,kipyv,respiratory pathogen,disease_disease
11517,11583,duodenum,tissue,gene_disease
11518,11584,malakoplakia,inflammatory,disease_disease
11521,11587,application,community,disease_disease
11525,11591,frameshifting,flavivirus,species_disease
11532,11598,necrosis,tissue,gene_disease
11537,11603,fungi,type,disease_disease
11543,11609,vaccine,major,disease_disease
11549,11615,bat,coronavirus,species_disease
11551,11617,isiolo,cattle,species_species
11556,11622,c4bp,complement,gene_gene
11557,11623,center,allergy,disease_disease
11562,11628,science,immunology,disease_disease
11586,11652,lesion,pulmonary edema,disease_disease
11602,11668,lethal mutagenesis,virus,gene_disease
11608,11674,human cd200 splice variant,tissue,gene_disease
11614,11680,genus,protein,gene_gene
11616,11682,inflection,brazil,drug_drug
11626,11692,burden,respiratory disease,disease_disease
11634,11700,belgium,virus,gene_disease
11639,11705,serum,antibody,gene_gene
11641,11708,niv,work of breathing,disease_disease
11652,11719,serum,patient,species_species
11660,11727,niv,pandemic,disease_disease
11666,11733,sensitivity,virus,gene_disease
11667,11734,recommendation,type,disease_disease
11670,11737,lung,bronchitis,disease_disease
11676,11743,symptom,virus,gene_disease
11678,11745,travel,infection,disease_disease
11679,11746,mutation,nsp1,gene_gene
11681,11748,avian virus,pig,species_species
11684,11751,symptom,virus,gene_disease
11703,11770,burden,child,species_species
11705,11772,paris,influenza-like illness,disease_disease
11707,11774,protein,polyvinylidene fluoride,drug_drug
11713,11780,group,patient,species_species
11726,11793,peptide,dimethyl sulfoxide,drug_drug
11736,11804,recommendation,type,disease_disease
11738,11806,advance,coronavirus,species_disease
11740,11808,outbreak,viral disease,disease_disease
11743,11811,outbreak,human,species_gene
11745,11813,ae.aegypti,fever,disease_disease
11750,11818,mucorales,invasive disease,disease_disease
11754,11822,data,patient,species_species
11761,11829,membrane,virus,gene_disease
11766,11834,qbd,patient,species_species
11769,11837,tottey,envelope glycoprotein,gene_gene
11770,11838,residue,acid,drug_drug
11780,11848,parasitology,virus,gene_disease
11784,11852,interferon-a,critical,disease_disease
11788,11856,sample,antibody,gene_gene
11790,11858,cov-19,lung consolidation,disease_disease
11793,11861,balb/c mouse,interstitial pneumonitis,disease_disease
11803,11871,disulfiram,virus,gene_disease
11815,11883,ifi16,nuclear,gene_gene
11819,11887,infection,major,disease_disease
11822,11890,protein,antibody,gene_gene
11824,11892,typhimurium,bacterial,disease_disease
11827,11895,assay,mouse,species_species
11849,11918,chest ct,man,species_species
11850,11919,hospital,pneumonia,disease_disease
11853,11922,serum,antibody,gene_gene
11854,11923,acacca,virus,gene_disease
11857,11926,data,respiratory tract disease,disease_disease
11858,11927,prevalence,child,species_species
