,subject,new_relation,object
2555,peripheral nerve damage,disease_disease,neuropathy
2556,disorder,disease_species,dog
2557,damage,gene_treat_procedure,exercise
2558,myopathy,disease_disease,necrosis
2559,myositis,disease_gene,damage
2561,bluetongue,disease_species,sheep
2562,myositis,disease_disease,vascular damage
2564,myositis,disease_species,cattle
2565,gas gangrene,disease_disease,edema
2570,myositis,disease_disease,lymphocytic infiltration
2571,pattern,gene_disease,lymphocytic infiltration
2574,myositis,disease_treat_procedure,infiltration
2580,myasthenia gravis,disease_disease,disease
2582,parasitic disease,disease_species,specie
2583,genetic disease,disease_species,cattle
2584,hyperplasia,disease_species,cattle
2585,muscular dystrophy,disease_species,sheep
2586,arthrogryposis,disease_species,cattle
2587,disorder,disease_species,pig
2589,vesicle,gene_gene,cleaved
2592,endocytotic vesicle,gene_gene,cleaved
2611,cell,gene_gene,spindle cell
2613,round cell,gene_gene,spindle cell
2619,infection,disease_disease,botulism
2620,purpura hemorrhagica,disease_species,horse
2621,myopathy,disease_species,horse
2622,injury,disease_drug,vitamin e
2625,neuropathy,disease_treat_procedure,discussion
2626,peripheral neuropathy,disease_treat_procedure,discussion
2627,degeneration,disease_symptom,ataxia
2628,myopathy,disease_disease,condition
2630,atrial fibrillation,disease_species,cattle
2631,potassium,drug_symptom,muscle weakness
2632,fibrillation,disease_species,cattle
2633,degeneration,disease_gene,trait
2638,impact,gene_symptom,muscle weakness
2639,myopathy,disease_disease,deficiency
2640,myopathy,disease_disease,nutritional deficiency
2641,impact,gene_species,dog
2645,fibrosis,disease_gene,adipocytes
2646,dystrophin,gene_gene,protein
2648,laryngospasm,disease_symptom,dyspnea
2649,atrophy,disease_treat_procedure,discussion
2652,hyperthermia,symptom_species,dog
2653,atrophy,disease_disease,atrophy
2654,damage,gene_treat_procedure,denervation
2659,suction,treat_procedure_treat_procedure,intubation
2660,he,disease_disease,shock
2664,cpb,drug_treat_procedure,cardiac surgery
2666,cpb,drug_treat_procedure,surgery
2668,thrombosis,disease_disease,lung
2670,proline,drug_gene,collagen
2674,chronic pulmonary disease,disease_disease,asthma
2675,obstructive disease,disease_disease,asthma
2676,chronic obstructive pulmonary disease,disease_disease,asthma
2677,chronic disease,disease_disease,asthma
2678,disease,disease_disease,asthma
2679,pulmonary disease,disease_disease,asthma
2680,obstructive pulmonary disease,disease_disease,asthma
2692,egfr,gene_treat_procedure,expression
2697,il,gene_gene,pro-inflammatory
2698,ifitm protein,gene_species,mouse
2699,c allele,gene_gene,rare
2700,rvfv,drug_gene,ifitm protein
2703,cysteine,drug_gene,ifitm3
2705,change,treat_procedure_treat_procedure,fusion
2706,light,gene_gene,ifitm protein
2712,presence,treat_procedure_disease,human health
2713,isolation,treat_procedure_drug,35
2714,fish,gene_gene,held
2715,fish,gene_gene,fish
2716,isolation,treat_procedure_gene,fish
2717,virus,disease_species,atlantic salmon
2722,tumor,disease_gene,fish
2725,hepatic necrosis,disease_disease,necrosis
2733,hyperplasia,disease_disease,virus
2736,host,gene_gene,fish
2739,fish,gene_disease,latent virus
2740,necrosis,disease_treat_procedure,detected
2742,fish,gene_disease,anemic
2744,iridovirus,disease_disease,disease
2745,virus,disease_gene,bar
2747,pedv,drug_disease,contagious disease
2748,pedv,drug_disease,intestinal disease
2749,pedv,drug_disease,disease
2751,pedv,drug_disease,rna virus
2752,vaccination,treat_procedure_species,prrsv
2755,polycystic ovary syndrome,disease_disease,hypertension
2757,delivery,treat_procedure_symptom,fever
2758,cough,symptom_disease,pneumonia
2760,respiratory symptom,disease_symptom,fever
2762,recruitment,disease_gene,colony
2765,map,treat_procedure_disease,condition
2772,treatment,treat_procedure_gene,calf intestinal alkaline phosphatase
2773,stimulation,treat_procedure_gene,ifn β
2774,stat1,gene_species,iav
2776,treatment,treat_procedure_drug,pge2
2782,infection,disease_species,iav
2784,cough,symptom_symptom,shortness of breath
2785,headache,symptom_symptom,shortness of breath
2786,fatigue,symptom_symptom,shortness of breath
2790,air,gene_drug,sao2
2792,diabetes mellitus,disease_disease,hypertension
2793,diabetes mellitus,disease_disease,cerebrovascular accident
2794,warfarin,drug_gene,cytochrome p450 2c9
2802,gene,gene_gene,pattern
2814,glucose,drug_species,cov
2818,glucose,drug_drug,atp
2820,rsv,drug_treat_procedure,presence
2822,stabilization,treat_procedure_treat_procedure,expression
2826,disease,disease_gene,spike
2827,reduction,treat_procedure_gene,damage
2828,discussion,treat_procedure_gene,held
2829,cryptosporidiosis,disease_disease,chronic diarrhea
2830,cryptosporidiosis,disease_symptom,diarrhea
2838,infection,disease_species,beef
2839,diarrhea,symptom_drug,cryptosporidium
2840,diarrhea,symptom_species,calf
2841,reduction,treat_procedure_symptom,diarrhea
2842,parvum,disease_species,cattle
2843,public,disease_gene,end
2846,he,disease_disease,same
2848,public,disease_treat_procedure,isolation
2849,demand,treat_procedure_disease,hit
2859,middle east respiratory syndrome coronavirus,disease_treat_procedure,detected
2861,virus,disease_drug,steel
2862,abortion,treat_procedure_disease,stillbirth
2863,abortion,treat_procedure_treat_procedure,delivery
2864,infection,disease_treat_procedure,abortion
2867,fever,symptom_disease,gastrointestinal symptom
2868,fever,symptom_disease,conjunctivitis
2871,fever,symptom_species,respiratory
2874,q fever,disease_symptom,illness
2878,condition,disease_disease,airway inflammation
2879,urgency,disease_treat_procedure,reduction
2880,exploration,treat_procedure_disease,chronic disease
2881,exploration,treat_procedure_disease,disease
2884,sirtuins,gene_gene,mitochondrial matrix
2885,sirtuins,gene_treat_procedure,matrix
2892,infection,disease_species,herpes simplex virus
2893,neuraminidase,gene_gene,egfr
2894,mitochondrial dysfunction,disease_gene,damage
2895,dysfunction,disease_gene,damage
2896,treatment,treat_procedure_disease,ischemic injury
2898,treatment,treat_procedure_disease,cerebral injury
2904,illness,symptom_disease,psychological distress
2912,inclusion,gene_gene,step
2916,syndrome,disease_disease,infectious agent
2917,respiratory syndrome,disease_disease,infectious agent
2919,ha protein,gene_species,mouse
2920,ectodomain,gene_gene,ferritin
2922,meninges,disease_disease,cns
2924,tat protein,gene_disease,cns
2926,gp120,gene_symptom,pain
2927,gp120,gene_symptom,neuropathic pain
2931,tmev,drug_disease,multiple sclerosis
2933,dysfunction,disease_disease,ards
2934,sepsis,disease_disease,medical condition
2935,sepsis,disease_disease,severe
2936,sepsis,disease_disease,condition
2937,cryptococcosis,disease_disease,disease
2938,atp,drug_drug,adp
2942,tactile allodynia,symptom_symptom,hyperalgesia
2943,tactile allodynia,symptom_symptom,thermal hyperalgesia
2944,receptor,gene_disease,disease
2946,virus,disease_drug,h1n1
2947,respiratory illness,disease_species,piglet
2957,pams,gene_species,prrsv
2961,fever,symptom_disease,loss of appetite
2967,treatment,treat_procedure_drug,marbofloxacin
2969,reduction,treat_procedure_species,dog
2970,treatment,treat_procedure_disease,leishmania
2973,lipidosis,disease_disease,tissue
2974,hepatic lipidosis,disease_disease,tissue
2975,hepatic lipidosis,disease_species,cat
2976,lipidosis,disease_disease,disease
2982,dysfunction,disease_species,cat
2983,early identification,treat_procedure_treat_procedure,detection
2984,congestive heart failure,disease_treat_procedure,presence
2985,heart failure,disease_treat_procedure,presence
2986,cardiomyopathy,disease_disease,restrictive cardiomyopathy
2987,mv,disease_symptom,tenting
2988,congestive heart failure,disease_drug,ph
2989,heart failure,disease_drug,ph
2990,right sided heart failure,disease_drug,ph
2991,dysfunction,disease_disease,cardiomyopathy
2992,dysfunction,disease_drug,dcm
2993,crfk,gene_drug,monolayers
2994,impact,gene_drug,dtt
2995,aim,treat_procedure_gene,impact
2997,dm,disease_disease,inflammatory disease
2998,dm,disease_disease,inflammatory
3003,trilostane,drug_disease,tumor
3004,definitive treatment,treat_procedure_species,dog
3005,radiosurgery,treat_procedure_treat_procedure,treat
3006,diet,treat_procedure_species,meat
3007,global health,disease_treat_procedure,change
3011,cavity,disease_disease,community
3012,crp,gene_treat_procedure,therapy
3013,larynx,disease_species,dog
3015,surgery,treat_procedure_species,dog
3016,hypercholesterolemia,disease_species,dog
3017,diabetes,disease_species,dog
3019,insulin,gene_gene,crp
3020,cholesterol,drug_drug,triglyceride
3021,cast,gene_species,cat
3024,tbe,drug_species,dog
3030,feline morbillivirus,disease_species,cat
3031,presence,treat_procedure_disease,kidney disease
3037,cardioversion,treat_procedure_symptom,anaesthesia
3038,cardioversion,treat_procedure_treat_procedure,infusion
3039,cardioversion,treat_procedure_treat_procedure,general anaesthesia
3040,aim,treat_procedure_species,dog
3041,pah,disease_disease,pah
3042,disorder,disease_disease,heart failure
3043,disorder,disease_disease,congestive heart failure
3044,af,disease_disease,af
3046,ph,drug_species,dog
3048,metabolic acidosis,disease_species,cat
3050,overlap,treat_procedure_species,dog
3051,proteinuria,disease_species,dog
3053,uti,disease_treat_procedure,treatment
3054,treatment,treat_procedure_drug,simvastatin
3055,low fat diet,treat_procedure_drug,simvastatin
3056,treatment,treat_procedure_drug,trilostane
3057,treatment,treat_procedure_drug,dexamethasone
3060,ana,gene_disease,disease
3061,systemic inflammation,disease_species,human
3064,pe,disease_disease,congestive heart failure
3065,pe,disease_species,cat
3066,pe,disease_disease,heart failure
3069,pyothorax,disease_disease,feline infectious peritonitis
3070,pyothorax,disease_disease,diaphragmatic hernia
3071,pyothorax,disease_disease,chylothorax
3073,pyothorax,disease_disease,infectious peritonitis
3075,pyothorax,disease_disease,peritonitis
3079,rt,drug_species,cat
3080,mpa,drug_species,cat
3082,serum iga,gene_disease,interstitial lung disease
3083,serum iga,gene_disease,lung disease
3084,serum iga,gene_disease,progressive lung disease
3085,treatment,treat_procedure_disease,respiratory complication
3086,necrosis,disease_treat_procedure,treatment
3087,haemostasis,treat_procedure_disease,hypercoagulable state
3088,haemostasis,treat_procedure_species,dog
3093,pandemic,disease_species,chimpanzee
3102,cathepsins,gene_gene,spike
3107,hmpv infection,disease_species,influenza
3119,fusion,treat_procedure_gene,plasma membrane
3121,cov infection,disease_disease,disease
3122,cov infection,disease_disease,respiratory symptom
3129,fusion,treat_procedure_gene,f protein
3137,damage,gene_treat_procedure,release
3139,host cell receptor,gene_gene,hemagglutinin
3140,host cell receptor,gene_gene,viral hemagglutinin
3141,disease progression,disease_treat_procedure,destruction
3144,gastrointestinal symptom,disease_disease,infection
3146,fatigue,symptom_symptom,fever
3152,therapy,treat_procedure_gene,end
3153,anti-retroviral therapy,treat_procedure_gene,end
3156,hiv infection,disease_disease,cns
3157,infection,disease_disease,m lesion
3158,chronic infection,disease_disease,m lesion
3159,viral infection,disease_disease,m lesion
3163,pml,disease_disease,aid
3165,igg,gene_gene,csf
3166,aid,disease_treat_procedure,immune suppression
3169,enteric coronavirus,disease_disease,infectious peritonitis virus
3170,feline coronavirus,disease_disease,infectious peritonitis virus
3173,feline coronavirus,disease_species,feline infectious peritonitis virus
3174,feline coronavirus,disease_disease,peritonitis virus
3176,enteric coronavirus,disease_species,feline infectious peritonitis virus
3177,enteric coronavirus,disease_disease,peritonitis virus
3182,infection,disease_species,human coronavirus
3183,tlr9,gene_drug,cpg
3185,isolation,treat_procedure_treat_procedure,creation
3190,drug,drug_species,ai
3191,task,gene_species,sars
3192,ct,drug_species,man
3193,respiratory failure,disease_symptom,fever
3196,fever,symptom_symptom,symptom
3200,fever,symptom_symptom,fatigue
3202,fever,symptom_symptom,chest pain
3204,fever,symptom_symptom,dyspnoea
3206,headache,symptom_symptom,abdominal pain
3207,headache,symptom_symptom,dizziness
3209,headache,symptom_symptom,pain
3211,headache,symptom_symptom,nausea
3217,headache,symptom_symptom,diarrhea
3226,aspartate aminotransferase,gene_gene,creatine kinase
3233,covid pandemic,disease_disease,public health
3235,abt,gene_drug,tmb
3238,s1 fragment,gene_gene,fc fragment
3240,mabs,gene_gene,protein
3241,mabs,gene_gene,recombinant protein
3242,mabs,gene_gene,s protein fragment
3244,mabs,gene_species,sars cov
3247,sars cov spike protein,gene_gene,glycoprotein
3249,spike protein,gene_gene,human ace2 receptor
3250,recombinant spike protein,gene_species,escherichia coli
3251,spike protein,gene_species,escherichia coli
3257,fever,symptom_symptom,dyspnea
3261,opacity,disease_species,patient
3263,alveolitis,disease_disease,fibrosis
3264,alveolitis,disease_species,patient
3265,alveolitis,disease_disease,pulmonary fibrosis
3276,viral infection,disease_disease,cytokine storm
3277,infection,disease_disease,cytokine storm
3278,viral infection,disease_disease,brain
3280,lung fibrosis,disease_gene,damage
3281,demand,treat_procedure_treat_procedure,cap
3290,headache,symptom_disease,acute disease
3291,headache,symptom_disease,disease
3294,headache,symptom_disease,acute cerebrovascular disease
3295,headache,symptom_symptom,ageusia
3296,headache,symptom_disease,cerebrovascular disease
3297,headache,symptom_symptom,ataxia
3298,headache,symptom_disease,anosmia
3301,headache,symptom_disease,epilepsy
3303,headache,symptom_disease,covid-19
3304,headache,symptom_disease,confusion
3310,respiratory symptom,disease_disease,anosmia
3312,sars cov spike protein,gene_gene,ace2 receptor
3317,fever,symptom_symptom,shortness of breath
3320,monoclonal antibody,drug_disease,cns
3321,hiv infection,disease_disease,multiple sclerosis
3326,pidotimod,drug_gene,gene
3328,acute respiratory infection,disease_disease,pandemic
3329,intercellular adhesion molecule 1,gene_treat_procedure,stimulation
3330,tlr2,gene_gene,damage
3332,pidotimod,drug_treat_procedure,expression
3333,pidotimod,drug_gene,cd80
3334,pidotimod,drug_gene,dc
3335,treatment,treat_procedure_drug,pidotimod
3336,copd,disease_disease,chronic airway disease
3337,copd,disease_disease,airway disease
3340,chronic rhinosinusitis,disease_disease,nasal polyposis
3341,bronchiectasis,disease_treat_procedure,enlargement
3342,asthma,disease_drug,steroid
3344,community,disease_disease,vaccine
3347,splenocytes,gene_gene,nc protein
3348,xiap,gene_species,mouse
3354,virus,disease_species,influenza virus
3360,step,gene_symptom,finding
3363,covid-19,disease_disease,multiple organ failure
3364,covid-19,disease_symptom,organ failure
3369,tcz,drug_treat_procedure,treatment
3370,treatment,treat_procedure_drug,tcz
3372,his,drug_gene,ck
3374,ritonavir,drug_species,patient
3375,pattern,gene_disease,injury
3377,trichomoniasis,disease_disease,venereal disease
